rank,package_name,downloads,status,phantom_count,phantom_deps,total_imports,total_declared
371,safetensors,47084742,success,12,"atheris,convert,h5py,huggingface_hub,jax,mlx,numpy,packaging,paddle,tensorflow,torch,transformers",12,0
372,pycryptodomex,47034818,success,2,"crypto,pycryptodome_test_vectors",2,0
373,hpack,46988947,success,2,"hyper,typing_extensions",2,0
374,humanfriendly,46697137,no_repo,0,,0,0
375,authlib,46649865,clone_failed,0,,0,0
376,simplejson,46155255,success,3,"cstringio,stringio,userdict",3,0
377,findpython,46006293,success,1,typing_extensions,3,2
378,nbconvert,45939486,no_repo,0,,0,0
379,google-cloud-monitoring,45522740,clone_failed,0,,0,0
380,graphql-core,45484615,success,0,,1,1
381,google-cloud-compute,45451742,clone_failed,0,,0,0
382,google-cloud-kms,45321030,clone_failed,0,,0,0
383,mysql-connector-python,45115712,success,25,"cryptography,dateutil,django,dns,fido2,google,gssapi,langchain,langchain_core,lz4,mysql,mysqlx,numpy,oci,opentelemetry,pandas,pydantic,sklearn,sqlparse,sspi,sspicon,tests,typing_extensions,urlparse,zstandard",25,0
384,aenum,44888078,success,0,,0,0
385,google-cloud-logging,44865276,success,7,"flask,google,grpc,opentelemetry,proto,requests,synthtool",7,0
386,google-cloud-vision,44865123,clone_failed,0,,0,0
387,wsproto,44656301,success,0,,1,1
388,google-cloud-dlp,44167866,clone_failed,0,,0,0
389,nvidia-cublas-cu12,44143523,no_repo,0,,0,0
390,argon2-cffi,44075399,clone_failed,0,,0,0
391,google-cloud-tasks,44071658,clone_failed,0,,0,0
392,pg8000,44045103,no_repo,0,,0,0
393,argon2-cffi-bindings,43913985,clone_failed,0,,0,0
394,toolz,43832620,success,0,,0,0
395,narwhals,43824050,success,6,"cupy,dask_expr,ibis,jinja2,numpy,typing_extensions",15,13
396,nltk,43747582,success,18,"bllipparser,jinja2,markdown_it,matplotlib,mdit_plain,mdit_py_plugins,networkx,norm,numpy,numpypy,pycrfsuite,pygame,pyparsing,requests,sklearn,stringio,svgling,twython",22,7
397,triton,43676292,success,9,"apex,bench_utils,distributed,hatchet,matplotlib,psutil,redis,torch,triton_kernels",13,11
398,jupyter-server,43647080,success,5,"argon2,colorama,notebook,pysqlite2,websocket",19,36
399,google-cloud-speech,43542260,clone_failed,0,,0,0
400,nvidia-cusparse-cu12,43028034,no_repo,0,,0,0
401,nbclient,42982471,success,0,,4,23
402,nvidia-cudnn-cu12,42640404,no_repo,0,,0,0
403,nvidia-cusolver-cu12,42636857,no_repo,0,,0,0
404,elasticsearch,42469899,success,2,"annotationlib,opentelemetry",16,37
405,opentelemetry-exporter-prometheus,42443436,clone_failed,0,,0,0
406,nvidia-curand-cu12,42441987,no_repo,0,,0,0
407,jupyterlab,42394345,success,3,"hatch_jupyter_builder,jupyter_collaboration,jupyterhub",15,50
408,google-cloud-resource-manager,42273410,clone_failed,0,,0,0
409,nvidia-cufft-cu12,42173990,no_repo,0,,0,0
410,selenium,42171578,no_repo,0,,0,0
411,nvidia-cuda-nvrtc-cu12,42143679,no_repo,0,,0,0
412,google-cloud-workflows,42122320,clone_failed,0,,0,0
413,xlrd,41896465,no_repo,0,,0,0
414,nvidia-cuda-cupti-cu12,41792791,no_repo,0,,0,0
415,nvidia-nvjitlink-cu12,41498812,no_repo,0,,0,0
416,pyrsistent,41496555,success,1,pvectorc,1,0
417,botocore-stubs,41327553,success,0,,1,2
418,google-cloud-language,41250765,clone_failed,0,,0,0
419,gcsfs,41249397,success,10,"crcmod,cx_freeze,decorator,fsspec,fuse,google,google_auth_oauthlib,py2exe,requests,tomli",10,1
420,faker,40877478,success,3,"pil,xmltodict,zoneinfo",3,1
421,cssselect2,40670765,success,0,,2,6
422,structlog,40653222,clone_failed,0,,0,0
423,types-awscrt,40638412,success,1,awscrt,1,0
424,json5,40624228,clone_failed,0,,0,0
425,flatbuffers,40555154,success,20,"conans,cpp,cpt,csharp,dart,go,golden_utils,java,kotlin,lobster,lua,nim,numpy,php,py,reflection,rust,scripts,swift,ts",20,0
426,google-cloud-dataform,40454256,clone_failed,0,,0,0
427,pandocfilters,40427205,success,0,,0,0
428,jupyterlab-pygments,40278801,success,0,,0,0
429,absl-py,40078578,clone_failed,0,,0,0
430,xxhash,39957224,success,0,,0,0
431,google-cloud-videointelligence,39918572,clone_failed,0,,0,0
432,confluent-kafka,39882990,success,21,"attrs,authlib,avro,azure,boto3,botocore,cachetools,celpy,certifi,fastavro,google,hkdf,hvac,jsonata,jsonschema,orjson,referencing,requests,tink,urllib3,verifiable_client",21,0
433,types-s3transfer,39876530,success,1,s3transfer,1,0
434,types-protobuf,39821466,clone_failed,0,,0,0
435,types-pyyaml,39735766,clone_failed,0,,0,0
436,nvidia-cuda-runtime-cu12,39469548,no_repo,0,,0,0
437,google-cloud-os-login,39397143,clone_failed,0,,0,0
438,deprecation,39383955,success,0,,1,1
439,psycopg2,39219701,success,0,,0,0
440,colorlog,39069219,success,1,colorama,1,4
441,plotly,39031032,clone_failed,0,,0,0
442,altair,38945258,success,7,"pil,polars_st,referencing,tests,tools,traitlets,vl_convert",21,42
443,boto3-stubs,38597784,success,6,"aioboto3,aiobotocore,mypy_boto3_builder,mypy_boto3_s3,types_aiobotocore_s3,types_boto3_s3",15,14
444,croniter,38472392,success,1,pytz,2,1
445,google-cloud-appengine-logging,38396587,clone_failed,0,,0,0
446,overrides,38333815,success,0,,0,1
447,responses,38329276,success,1,typing_extensions,3,3
448,google-cloud-redis,38227982,clone_failed,0,,0,0
449,sse-starlette,37954631,success,0,,3,8
450,db-dtypes,37898093,success,4,"numpy,packaging,pandas,pyarrow",4,0
451,pytokens,37829882,success,0,,0,0
452,astroid,37498408,success,3,"contributors_txt,gi,numpy",4,1
453,h5py,37414458,success,8,"api_gen,cython,ipython,mpi4py,numpy,packaging,pkgconfig,setup_configure",8,0
454,imageio,37192530,success,13,"backports,bsdf_cli,cv2,imagecodecs,lxml,matplotlib,osgeo,pil,simpleitk,tifffile_geodb,tkfiledialog,tkinter,zstd",21,19
455,jupyterlab-server,37139097,success,5,"jupyter_core,openapi_core,ruamel,tornado,traitlets",12,29
456,google-cloud-memcache,37033199,clone_failed,0,,0,0
457,numba,37008895,no_repo,0,,0,0
458,webcolors,36928222,success,0,,0,0
459,azure-keyvault-secrets,36849490,clone_failed,0,,0,0
460,trio,36718196,success,5,"astor,hypothesis,openssl,ruff,typing_extensions",12,7
461,litellm,36702241,success,84,"aiodynamo,annotated_types,anthropic,anyio,apscheduler,azure,backoff,boto3,botocore,certifi,cryptography,databricks,ddtrace,detect_secrets,diskcache,dotenv,enterprise,fastapi,fastapi_sso,fastuuid,flask,flask_cors,google,gunicorn,hypercorn,importlib_metadata,jinja2,jsonschema,jwt,langfuse,litellm_enterprise,litellm_proxy_extras,logfire,lunary,mangum,mcp,mlflow,nacl,numpydoc,objgraph,openai,opentelemetry,opik,orjson,packaging,petals,pil,pkg_resources,polars,prisma,prometheus_client,proto,proxy_server,psutil,pydantic,pydantic_core,redis,redisvl,requests,rich,semantic_router,sentry_sdk,slack_bolt,soundfile,sse_starlette,starlette,supabase,tenacity,testing,tiktoken,tokenizers,traceloop,transformers,typing_extensions,ulid,util,uvicorn,vertexai,vllm,waitress,wandb,websockets,yarl,zoneinfo",84,0
462,langchain-community,36641593,success,106,"anthropic,async_timeout,bs4,certifi,chromadb,cohere,datasets,defusedxml,elasticsearch,exa_py,fastapi,fastembed,filetype,fireworks,grandalf,gritql,groq,httpx_sse,huggingface_hub,ipython,jinja2,jsonpatch,jsonschema,konlpy,langchain,langchain_anthropic,langchain_astradb,langchain_aws,langchain_azure_ai,langchain_chroma,langchain_classic,langchain_cli,langchain_cohere,langchain_core,langchain_deepseek,langchain_elasticsearch,langchain_exa,langchain_fireworks,langchain_google_genai,langchain_google_vertexai,langchain_groq,langchain_huggingface,langchain_ibm,langchain_milvus,langchain_mistralai,langchain_mongodb,langchain_neo4j,langchain_nomic,langchain_nvidia_ai_endpoints,langchain_ollama,langchain_openai,langchain_perplexity,langchain_pinecone,langchain_postgres,langchain_prompty,langchain_qdrant,langchain_text_splitters,langchain_together,langchain_weaviate,langchain_xai,langchainhub,langgraph,langserve,langsmith,lark,lxml,nltk,nomic,numexpr,numpy,ollama,openai,openapi_pydantic,optimum,packaging,pandas,pil,playwright,pydantic,pydantic_core,pygraphviz,pyppeteer,qdrant_client,rapidfuzz,redis,regex,requests,rich,scipy,sentence_transformers,simsimd,spacy,sqlalchemy,streamlit,tenacity,tiktoken,tokenizers,tomli,tomlkit,torch,tqdm,transformers,typer,typing_extensions,upstash_redis,uvicorn",106,0
463,nvidia-nvtx-cu12,36629848,no_repo,0,,0,0
464,lazy-object-proxy,36587675,success,1,copy_reg,1,0
465,pylint,36432194,success,2,"contributors_txt,enchant",9,11
466,llvmlite,36286805,success,4,"cx_freeze,graphviz,ipython,lief",4,0
467,portalocker,36192720,success,4,"pywintypes,win32con,win32file,winerror",5,12
468,antlr4-python3-runtime,36148469,no_repo,0,,0,0
469,google-pasta,36035720,success,1,pasta,2,1
470,fqdn,35969706,success,0,,1,1
471,ipython-pygments-lexers,35965125,success,0,,0,1
472,isoduration,35577987,success,0,,1,1
473,inflection,35543217,success,0,,0,0
474,uri-template,35409883,no_repo,0,,0,0
475,widgetsnbextension,35405893,no_repo,0,,0,0
476,click-plugins,35209700,success,0,,0,0
477,pyphen,35194175,success,0,,0,4
478,kombu,35099659,success,36,"amqp,azure,backports,billiard,boto3,botocore,brotli,cached_property,confluent_kafka,consul,django,etcd,eventlet,gevent,google,isodate,kazoo,librabbitmq,msgpack,packaging,pycurl,pymongo,pyrabbit,pyro4,pywintypes,qpid,qpidtoollibs,redis,softlayer_messaging,sqlalchemy,typing_extensions,vine,win32con,win32file,zoneinfo,zstandard",36,0
479,google-cloud-bigtable,35095411,success,11,"autoflake,gcp_devrel,google,google_crc32c,grpc,proto,pytest_asyncio,requests,synthtool,transformers,typing_extensions",11,0
480,send2trash,34989772,success,5,"foundation,gi,pythoncom,pywintypes,win32com",5,0
481,coloredlogs,34939395,no_repo,0,,0,0
482,outcome,34852992,success,2,"attr,typing_extensions",2,1
483,datasets,34828472,clone_failed,0,,0,0
484,ipywidgets,34810991,no_repo,0,,0,0
485,async-lru,34772004,success,0,,1,1
486,jupyterlab-widgets,34540552,success,9,"comm,ipykernel,ipython,ipywidgets,jupyterlab,matplotlib,matplotlib_inline,numpy,traitlets",9,0
487,oauth2client,34201359,success,3,"crypto,google,openssl",8,5
488,rfc3986-validator,34175169,success,0,,0,0
489,pandas-stubs,33526758,success,0,,0,0
490,langchain-openai,33489469,success,106,"anthropic,async_timeout,bs4,certifi,chromadb,cohere,datasets,defusedxml,elasticsearch,exa_py,fastapi,fastembed,filetype,fireworks,grandalf,gritql,groq,httpx_sse,huggingface_hub,ipython,jinja2,jsonpatch,jsonschema,konlpy,langchain,langchain_anthropic,langchain_astradb,langchain_aws,langchain_azure_ai,langchain_chroma,langchain_classic,langchain_cli,langchain_cohere,langchain_community,langchain_core,langchain_deepseek,langchain_elasticsearch,langchain_exa,langchain_fireworks,langchain_google_genai,langchain_google_vertexai,langchain_groq,langchain_huggingface,langchain_ibm,langchain_milvus,langchain_mistralai,langchain_mongodb,langchain_neo4j,langchain_nomic,langchain_nvidia_ai_endpoints,langchain_ollama,langchain_perplexity,langchain_pinecone,langchain_postgres,langchain_prompty,langchain_qdrant,langchain_text_splitters,langchain_together,langchain_weaviate,langchain_xai,langchainhub,langgraph,langserve,langsmith,lark,lxml,nltk,nomic,numexpr,numpy,ollama,openai,openapi_pydantic,optimum,packaging,pandas,pil,playwright,pydantic,pydantic_core,pygraphviz,pyppeteer,qdrant_client,rapidfuzz,redis,regex,requests,rich,scipy,sentence_transformers,simsimd,spacy,sqlalchemy,streamlit,tenacity,tiktoken,tokenizers,tomli,tomlkit,torch,tqdm,transformers,typer,typing_extensions,upstash_redis,uvicorn",106,0
491,aws-lambda-powertools,33214505,success,25,"avro,aws_cdk,aws_encryption_sdk,aws_xray_sdk,boto3,botocore,constructs,datadog_lambda,dateutil,fastjsonschema,google,jmespath,jsii,jsonpath_ng,layer,layer_constructors,mypy_boto3_appconfigdata,mypy_boto3_dynamodb,mypy_boto3_s3,mypy_boto3_secretsmanager,mypy_boto3_ssm,pydantic,pydantic_core,redis,typing_extensions",25,0
492,tensorboard,33169981,success,15,"absl,bleach,google,grpc,ipython,markdown,numpy,packaging,pkg_resources,tensorboard_data_server,tensorboard_plugin_profile,tensorboard_plugin_wit,tensorflow,tensorflow_io,werkzeug",15,0
493,weasyprint,33018193,success,1,pil,8,12
494,seaborn,32965643,success,8,"com,cycler,fastcluster,ipywidgets,pil,typing_extensions,win32api,win32com",13,22
495,terminado,32770294,success,1,winpty,3,11
496,apache-airflow-providers-common-sql,32758454,success,259,"a2wsgi,adlfs,aiobotocore,aiofiles,aiosmtplib,airbyte_api,airflow,airflow_breeze,airflow_local_settings,airflowctl,alembic,alibabacloud_adb20211201,alibabacloud_tea_openapi,anyio,apache_beam,apprise,arango,argcomplete,asana,asgiref,asyncssh,atlassian,attr,attrs,azure,babel,boto3,botocore,bson,cadwyn,cassandra,celery,certifi,cohere,colorama,colorlog,confluent_kafka,connexion,cron_descriptor,croniter,cryptography,daemon,databricks,datadog,datamodel_code_generator,dateutil,deltalake,deprecated,dill,docker,docs,dotenv,duckdb,elastic_transport,elasticsearch,facebook_business,fastapi,fastapi_cli,filelock,flask,flask_appbuilder,flask_babel,flask_jwt_extended,flask_limiter,flask_login,flask_session,flask_sqlalchemy,flask_wtf,fsspec,gcloud,gcsfs,gevent,github,google,google_auth_httplib2,google_auth_oauthlib,googleapiclient,graphviz,greenback,gremlin_python,grpc,hdfs,hmsclient,httpcore,httplib2,hvac,ibmcloudant,impala,importlib_metadata,inflection,influxdb_client,inputimeout,itsdangerous,jaydebeapi,jenkins,jinja2,jmespath,jpype,jsonpath_ng,jsonschema,jupyter_client,jwt,kerberos,keycloak,keyring,kiota_abstractions,kiota_authentication_azure,kiota_http,kiota_serialization_json,kiota_serialization_text,kubernetes,kubernetes_asyncio,kylinpy,lazy_object_proxy,libcst,lockfile,looker_sdk,lxml,markupsafe,marshmallow,marshmallow_sqlalchemy,memray,mergedeep,methodtools,more_itertools,msal,msgraph_core,msgraphfs,msgspec,msrest,msrestazure,mypy_boto3_appflow,mypy_boto3_rds,mypy_boto3_redshift_data,mypy_boto3_s3,mypy_boto3_verifiedpermissions,mysql,mysqldb,natsort,neo4j,numpy,odps,onelogin,openai,openapi_spec_validator,openlineage,opensearchpy,opentelemetry,opsgenie_sdk,oracledb,oss2,packaging,pagerduty,pandas,pandas_gbq,papermill,paramiko,pathspec,pendulum,performance_dags,pgvector,pinecone,pinotdb,pluggy,plyvel,polars,prestodb,proto,provider_yaml_utils,psutil,psycopg,psycopg2,pyarrow,pyathena,pydantic,pydantic_core,pydruid,pyexasol,pygtrie,pyhive,pyiceberg,pymongo,pymssql,pymysql,pyodbc,pypsrp,pyspark,pytz,qdrant_client,redis,redshift_connector,requests,requests_gssapi,requests_kerberos,requests_toolbelt,restructuredtext_lint,retryhttp,rich,rich_argparse,rich_click,s3fs,sagemaker_studio,segment,semver,sendgrid,sentry_sdk,setproctitle,simple_salesforce,slack_sdk,slugify,smbclient,smbprotocol,snowflake,sphinx_airflow_theme,sphinx_exts,spython,sqlalchemy,sqlalchemy_jsonfield,sqlalchemy_utils,sqlparse,sshtunnel,starlette,statsd,structlog,svcs,tableauserverclient,tabulate,telegram,tenacity,teradatasql,termcolor,tests_common,thrift,thrift_sasl,tomli,tqdm,traitlets,trino,typing_extensions,upath,urllib3,uuid6,uvicorn,vertex_ray,vertexai,vertica_python,watchfiles,watchtower,weaviate,werkzeug,winrm,wtforms,yandex,yandex_query_client,yandexcloud,ydb,ydb_dbapi,zenpy,zoneinfo",262,106
497,azure-mgmt-core,32501539,clone_failed,0,,0,0
498,omegaconf,32469328,success,2,"attr,typing_extensions",2,1
499,xgboost,32399665,success,26,"cpplint,cuda,cudf,cupy,cupyx,dask,dask_cuda,distributed,graphviz,hypothesis,matplotlib,modin,numpy,nvidia,packaging,pandas,polars,pyarrow,pypi_variants,pyspark,requests,rmm,scipy,sh,sklearn,test_utils",26,0
500,sentencepiece,32357929,success,1,google,1,0
501,adal,32343574,success,2,"requests,urlparse",2,4
502,google-cloud-audit-log,32335058,success,0,,0,0
503,annotated-doc,32265653,clone_failed,0,,0,0
504,setproctitle,32143503,success,0,,0,0
505,progressbar2,32095908,success,1,progressbar,2,10
506,thrift,32073292,no_repo,0,,0,0
507,notebook-shim,32008511,no_repo,0,,0,0
508,zeep,31996833,clone_failed,0,,0,0
509,jupyter-events,31991223,clone_failed,0,,0,0
510,ecdsa,31806080,success,5,"configparser,cx_freeze,gmpy,gmpy2,py2exe",6,1
511,pyodbc,31622986,success,0,,0,0
512,delta-spark,31536041,clone_failed,0,,0,0
513,sqlalchemy-bigquery,31384578,success,6,"alembic,geoalchemy2,google,pybigquery,shapely,sqlalchemy_bigquery_vendored",8,4
514,zopfli,31371018,success,0,,0,0
515,ray,31279857,success,157,"absl,acl,adlfs,aim,aioboto3,aiohttp_cors,ale_py,aliyunsdkcore,aliyunsdkecs,anyio,anyscale,async_timeout,attr,aws_requests_auth,ax,azure,bayes_opt,bazel,boto3,botocore,bson,celery,clickhouse_connect,colorama,colorful,comet_ml,configspace,crc32c,cryptography,cupy,cv2,d4rl,daft,dask,datasets,datasketches,decord,delta_sharing,deltalake,dm_control,dm_env,dpctl,fastapi,fastavro,filelock,flappy_bird_gymnasium,flax,fsspec,gcsfs,github,google,google_auth_httplib2,googleapiclient,gputil,gpy,gradio,graphviz,grpc,gymnasium,gymnasium_robotics,habana_frameworks,hebo,highway_env,horovod,hpbandster,httplib2,hudi,huggingface_hub,hyperopt,ipython,ipywidgets,jax,jinja2,jsonschema,kafka,keras,kubernetes,lance,libneuronxla,lightgbm,lightning,lmcache,lz4,mars,mcap,memray,mlagents_envs,mlflow,modin,msgpack,msgpack_numpy,multidict,nevergrad,numpy,nvtx,opcode,open_spiel,opencensus,opentelemetry,optuna,packaging,pandas,pil,polars,prometheus_client,psutil,pyarrow,pybuildkite,pydantic,pydot,pyiceberg,pymongo,pymongoarrow,pyspark,pyspiel,pytorch_lightning,ray_release,raydp,rebel,redis,requests,rich,runfiles,runtime_env_agent,runtime_env_consts,scipy,sglang,sklearn,smart_open,snappy,snowflake,soundfile,starlette,supersuit,tensorboardx,tensorflow,tensorflow_metadata,tensorflow_probability,tf2onnx,tfx_bsl,torch,torch_npu,torch_xla,tqdm,transformers,tree,typer,typing_extensions,uvicorn,uvloop,virtualenv,vllm,wandb,watchfiles,wcwidth,xgboost,zoopt",157,0
516,opencv-python,31124513,success,3,"auditwheel,packaging,skbuild",3,2
517,gcloud-aio-storage,31021983,success,10,"aiofiles,backoff,cryptography,gcloud,jwt,prometheus_client,pyasn1,pyasn1_modules,requests,rsa",10,0
518,cloudflare,31004707,success,1,pydantic_core,6,6
519,pandas-gbq,30782214,success,11,"db_dtypes,google,google_auth_oauthlib,numpy,packaging,pandas,psutil,pyarrow,pydata_google_auth,shapely,tqdm",11,0
520,jupyter-server-terminals,30745935,no_repo,0,,0,0
521,psycopg,30645457,success,10,"cython,dns,numpy,psycopg_binary,psycopg_c,psycopg_pool,shapely,tomli,typing_extensions,zoneinfo",10,0
522,rfc3986,30641007,no_repo,0,,0,0
523,retry,30601017,success,1,decorator,1,0
524,anthropic,30600337,success,2,"google,pydantic_core",11,13
525,pydyf,30593822,success,0,,0,5
526,nvidia-cusparselt-cu12,30537766,no_repo,0,,0,0
527,langchain-text-splitters,30498385,success,106,"anthropic,async_timeout,bs4,certifi,chromadb,cohere,datasets,defusedxml,elasticsearch,exa_py,fastapi,fastembed,filetype,fireworks,grandalf,gritql,groq,httpx_sse,huggingface_hub,ipython,jinja2,jsonpatch,jsonschema,konlpy,langchain,langchain_anthropic,langchain_astradb,langchain_aws,langchain_azure_ai,langchain_chroma,langchain_classic,langchain_cli,langchain_cohere,langchain_community,langchain_core,langchain_deepseek,langchain_elasticsearch,langchain_exa,langchain_fireworks,langchain_google_genai,langchain_google_vertexai,langchain_groq,langchain_huggingface,langchain_ibm,langchain_milvus,langchain_mistralai,langchain_mongodb,langchain_neo4j,langchain_nomic,langchain_nvidia_ai_endpoints,langchain_ollama,langchain_openai,langchain_perplexity,langchain_pinecone,langchain_postgres,langchain_prompty,langchain_qdrant,langchain_together,langchain_weaviate,langchain_xai,langchainhub,langgraph,langserve,langsmith,lark,lxml,nltk,nomic,numexpr,numpy,ollama,openai,openapi_pydantic,optimum,packaging,pandas,pil,playwright,pydantic,pydantic_core,pygraphviz,pyppeteer,qdrant_client,rapidfuzz,redis,regex,requests,rich,scipy,sentence_transformers,simsimd,spacy,sqlalchemy,streamlit,tenacity,tiktoken,tokenizers,tomli,tomlkit,torch,tqdm,transformers,typer,typing_extensions,upstash_redis,uvicorn",106,0
528,sshtunnel,30498184,success,2,"queue,socketserver",3,2
529,gevent,30391764,success,9,"cffi,cython,greenlet,mimetools,packaging,psutil,selectors2,win32api,zope",10,6
530,humanize,30381426,success,0,,0,3
531,html2text,30359150,success,0,,0,0
532,billiard,30357838,success,2,"cffi,psutil",2,0
533,celery,30354297,success,48,"amqp,azure,backports,billiard,boto3,botocore,bpython,bson,cassandra,click_didyoumean,click_plugins,click_repl,consul,couchbase,couchbase_core,cpickle,cryptography,dateutil,django,dummy_thread,elastic_transport,elasticsearch,eventlet,exceptiongroup,gevent,google,greenlet,ipython,kombu,memcache,objgraph,psutil,pyarango,pycouchdb,pydantic,pydocumentdb,pylibmc,pymongo,pytest_celery,redis,requests,sqlalchemy,t,tblib,thread,tzlocal,vine,zoneinfo",48,0
534,mypy-boto3-s3,30264057,success,5,"aioboto3,aiobotocore,mypy_boto3_builder,types_aiobotocore_s3,types_boto3_s3",14,14
535,python-utils,30233281,success,2,"ipykernel,ipython",5,13
536,pymssql,30137811,success,1,tomli,1,0
537,apache-beam,30035494,no_repo,0,,0,0
538,ordered-set,29990481,success,0,,0,3
539,asyncpg,29969802,success,1,typing_extensions,2,3
540,jupyter-lsp,29886064,success,11,"importlib_metadata,jsonschema,jupyter_core,jupyter_server,jupyterlab,robot,selenium,seleniumlibrary,tornado,traitlets,typing_extensions",11,0
541,freezegun,29697021,success,0,,0,2
542,google-cloud-bigquery-datatransfer,29692702,clone_failed,0,,0,0
543,polars,29611334,success,29,"adbc_driver_manager,altair,arrow_odbc,azure,boto3,deltalake,fsspec,gevent,google,great_tables,hypothesis,ipython,jax,marimo,matplotlib,numpy,pandas,polars_cloud,pyarrow,pydantic,pyiceberg,pytz,rmm,sqlalchemy,torch,tornado,typing_extensions,xlsxwriter,zoneinfo",29,0
544,gspread,29610770,success,2,"google,requests",3,2
545,appdirs,29584355,success,1,com,1,0
546,acme,29558321,success,27,"apacheconfig,augeas,boto3,botocore,certbot,certbot_apache,certbot_nginx,cloudflare,configargparse,configobj,cryptography,digitalocean,distro,dns,fabric,google,googleapiclient,importlib_metadata,josepy,lexicon,openssl,parsedatetime,pyparsing,pyrfc3339,requests,urllib3,zope",27,0
547,trio-websocket,29433592,success,1,typing_extensions,5,4
548,django,29423618,success,16,"annotationlib,bpython,colorama,ipython,jinja2,mysqldb,oracledb,pil,psycopg,psycopg2,psycopg_pool,pylibmc,pymemcache,pywatchman,redis,zoneinfo",18,5
549,amqp,29379896,success,2,"gssapi,vine",2,0
550,vine,29316787,success,0,,0,0
551,click-didyoumean,29209415,success,0,,0,0
552,certbot-dns-cloudflare,29138715,success,28,"acme,apacheconfig,augeas,boto3,botocore,certbot,certbot_apache,certbot_nginx,cloudflare,configargparse,configobj,cryptography,digitalocean,distro,dns,fabric,google,googleapiclient,importlib_metadata,josepy,lexicon,openssl,parsedatetime,pyparsing,pyrfc3339,requests,urllib3,zope",28,0
553,pypandoc-binary,28967078,success,1,pypandoc,1,0
554,flask-cors,28904585,success,0,,2,2
555,azure-storage-file-datalake,28858399,clone_failed,0,,0,0
556,opentelemetry-instrumentation-asgi,28798552,clone_failed,0,,0,0
557,sagemaker,28714645,success,53,"accelerate,attr,boto3,botocore,bs4,cloudpickle,common,conda_pack,dateutil,docker,fastapi,graphene,huggingface_hub,importlib_metadata,ipython,joblib,jsonschema,mlflow,mpi_utils,numpy,omegaconf,packaging,pandas,paramiko,platformdirs,psutil,pydantic,pydantic_core,pytz,pyvis,requests,rich,runtime_environment_manager,sagemaker_schema_inference_artifacts,schema,scipy,sentence_transformers,six,sklearn,smdebug_rulesconfig,smexperiments,tblib,tensorflow,tf2onnx,torch,torchvision,tqdm,transformers,triton_python_backend_utils,tritonclient,urllib3,uvicorn,xgboost",53,4
558,google-cloud-texttospeech,28644123,clone_failed,0,,0,0
559,rich-toolkit,28535665,no_repo,0,,0,0
560,google-ads,28445493,success,4,"google,grpc,proto,requests",4,9
561,tinyhtml5,28350935,success,0,,1,5
562,google-cloud-orchestration-airflow,28197360,clone_failed,0,,0,0
563,tensorflow,28183626,clone_failed,0,,0,0
564,langchain-google-vertexai,28123873,success,24,"anthropic,bs4,filetype,google,google_auth_oauthlib,googleapiclient,googlemaps,httpx_sse,langchain_community,langchain_core,langchain_google_community,langchain_google_genai,langchain_mistralai,numpy,pandas,proto,pydantic,pypdf2,requests,tenacity,typing_extensions,validators,vertexai,zoneinfo",24,0
565,purecloudplatformclientv2,28117737,no_repo,0,,0,0
566,google-cloud-automl,28088990,clone_failed,0,,0,0
567,google-cloud-dataproc-metastore,27964522,clone_failed,0,,0,0
568,google-cloud-bigquery-storage,27842185,clone_failed,0,,0,0
569,click-repl,27823209,success,0,,2,3
570,opentelemetry-instrumentation-fastapi,27805678,clone_failed,0,,0,0
571,fastavro,27707506,success,2,"cramjam,snappy",4,2
572,google-cloud-dataproc,27699848,clone_failed,0,,0,0
573,sendgrid,27595559,success,8,"config,cryptography,flask,http_client,parse,rfc822,six,werkzeug",8,0
574,torchvision,27540114,success,32,"accimage,auditwheel,av,coco_eval,coco_utils,cvcuda,datasets,defusedxml,engine,gdown,group_by_aspect_ratio,h5py,helpers,lmdb,loss,matplotlib,model,numpy,parsing,pil,presets,pycocotools,sampler,scipy,torch,torchdata,torchvision_extra_decoders,train,transforms,utils,v2_extras,visualization",32,0
575,libcst,27229012,clone_failed,0,,0,0
576,nh3,27187382,success,0,,0,0
577,google-cloud-run,27175731,clone_failed,0,,0,0
578,mashumaro,27045683,success,4,"annotationlib,ciso8601,pendulum,zoneinfo",9,6
579,fastapi-cli,26962465,clone_failed,0,,0,0
580,jsonschema-path,26961043,success,4,"pathable,pyrsistent,referencing,requests",4,0
581,graphviz,26762879,success,0,,0,0
582,mlflow,26751948,success,89,"agents,agno,anthropic,autogen,autogen_agentchat,autogen_core,autogeneration_utils,azure,catboost,claude_agent_sdk,clint,crewai,cycler,databricks,databricks_langchain,datasets,dateutil,dbruntime,dspy,evaluate,gepa,google,graphql,groq,grpc,h2o,h5py,haystack,huggingface_hub,ipython,johnsnowlabs,keras,langchain_community,langchain_core,langgraph,lightgbm,lightning,limits,litellm,llama_index,mistralai,onnx,onnxruntime,openai,openinference,opentelemetry,optuna,paddle,paramiko,parsing_utils,peft,pil,plotly,pmdarima,polars,prophet,psutil,py4j,pydantic_ai,pynvml,pyrsmi,pyspark,pytorch_forecasting,pytorch_lightning,ruamel,schema_autogeneration,semantic_kernel,sentence_transformers,setfit,shap,sklearn,smolagents,spacy,starlette,statsmodels,string_utils,tenacity,tensorflow,textstat,toml,tomli,torch,tqdm,transformers,unity_catalog_prompt_messages_pb2,unitycatalog,urllib3,werkzeug,xgboost",125,58
583,html5lib,26609448,success,2,"genshi,lxml",5,3
