rank,package_name,downloads,status,phantom_count,phantom_deps,total_imports,total_declared,repo_url
749,google-cloud-translate,17906754,clone_failed,0,,0,0,https://github.com/googleapis/google-cloud-python
750,pytest-runner,17905843,success,2,"pkg-resources,setuptools",2,0,https://github.com/pytest-dev/pytest-runner
751,id,17902078,success,0,,1,12,https://github.com/di/id
752,py-cpuinfo,17855588,success,47,"-winreg,setuptools,test-actual,test-bug-152-cpu-zero,test-cli,test-compile-errors,test-cpuid,test-example,test-filter,test-free-bsd-11-x86-64,test-haiku-x86-32,test-haiku-x86-64,test-haiku-x86-64-beta-1-ryzen-7,test-invalid-cpu,test-linux-aarch64-64,test-linux-alt-p9-mipsel-bfk3,test-linux-beagle-bone-arm,test-linux-debian-8-5-x86-64,test-linux-debian-8-7-1-ppc64le,test-linux-debian-8-x86-64,test-linux-fedora-24-ppc64le,test-linux-fedora-24-x86-64,test-linux-fedora-29-x86-64-ryzen-7,test-linux-fedora-5-s390x,test-linux-gentoo-2-2-x86-64,test-linux-mips64el-loongson3a3000,test-linux-new-world-loongarch64,test-linux-odroid-c2-aarch64,test-linux-odroid-xu3-arm-32,test-linux-old-world-loongarch64,test-linux-raspberry-pi-model-b-arm,test-linux-rhel-7-3-ppc64le,test-linux-ubuntu-16-04-x86-64,test-linux-ubuntu-21-04-riscv64,test-linux-ubuntu-22-04-x86-64,test-open-indiana-5-11-x86-64-ryzen-7,test-osx-10-12-x86-64,test-osx-10-9-x86-64,test-parse-cpu-string,test-parse-errors,test-pcbsd-10-x86-64,test-selinux,test-solaris-11-x86-32,test-true-os-18-x86-64-ryzen-7,test-windows-10-x86-64,test-windows-10-x86-64-ryzen-7,test-windows-8-x86-64",48,0,https://github.com/workhorsy/py-cpuinfo
753,phonenumbers,17855089,success,4,"google,mypy,requests,setuptools",5,0,https://github.com/daviddrysdale/python-phonenumbers
754,apache-airflow-providers-fab,17778909,success,71,"-pytest,-typeshed,airflow-client,airflow-shared,anyio,arango,attr,bson,certifi,colorama,daemon,datamodel-code-generator,docx,dotenv,elastic-transport,fastapi-cli,flask-babel,flask-jwt-extended,gcloud,github3,googleapiclient,gremlin-python,hatchling,httpcore,influxdb-client-3,jpype,jupyter-client,jwt,kiota-abstractions,kiota-authentication-azure,kiota-http,kiota-serialization-json,kiota-serialization-text,kombu,langchain-community,langchain-core,langchain-text-splitters,ldap,llama-index,markupsafe,msal,msrest,msrestazure,mypy-boto3-appflow,mypy-boto3-rds,mypy-boto3-redshift-data,mypy-boto3-s3,mypy-boto3-verifiedpermissions,mysqldb,odps,onelogin,openapi-spec-validator,opensearchpy,opentelemetry,performance-dags,prestodb,proto,psycopg2,pydantic-core,pymysql,pytz,requests-gssapi,slugify,smbclient,thrift,traitlets,unit,upath,vertex-ray,vertexai,watchfiles",306,528,https://github.com/apache/airflow
755,bracex,17727463,success,1,hatchling,2,0,https://github.com/facelessuser/bracex
756,sentence-transformers,17719060,success,22,"av,coloredlogs,elasticsearch,faiss,habana-frameworks,httpx,model2vec,nltk,onnxruntime,opensearchpy,optimum,packaging,pillow,pyarrow,qdrant-client,safetensors,seismic,tokenizers,torchaudio,torchcodec,usearch,xxhash",34,19,https://github.com/huggingface/sentence-transformers
757,grpc-interceptor,17713822,success,4,"google,grpc,nox,toml",5,2,https://github.com/d5h-foss/grpc-interceptor
758,thriftpy2,17699507,success,5,"addressbook,cython,setuptools,tomli,toro",11,10,https://github.com/Thriftpy/thriftpy2
759,limits,17689033,success,2,"docutils,sphinx",11,10,https://github.com/alisaifee/limits
760,reportlab,17638527,no_repo,0,,0,0,
761,flask-login,17481090,success,0,,2,2,https://github.com/maxcountryman/flask-login
762,google-cloud-dataplex,17473560,clone_failed,0,,0,0,https://github.com/googleapis/google-cloud-python
763,requests-mock,17467256,success,5,"fixtures,pbr,purl,pytest,urllib3",7,1,https://github.com/jamielennox/requests-mock
764,google-cloud-build,17430027,clone_failed,0,,0,0,https://github.com/googleapis/google-cloud-python
765,bitarray,17423024,success,5,"-testcapi,distutils,matplotlib,scipy,setuptools",9,0,https://github.com/ilanschnell/bitarray
766,jpype1,17410806,success,6,"-jpype,jedi,org,pyinstaller,pyobjctools,typing-extensions",11,9,https://github.com/jpype-project/jpype
767,natsort,17397660,success,3,"icu,setuptools-scm,typing-extensions",5,2,https://github.com/SethMMorton/natsort
768,astunparse,17352098,success,1,setuptools,2,2,https://github.com/simonpercivall/astunparse
769,thinc,17347652,success,8,"cupy,cupyx,h5py,os-signpost,setuptools,thinc-apple-ops,thinc-bigendian-ops,torch",20,27,https://github.com/explosion/thinc
770,jsonpickle,17165742,success,1,qtpy,7,32,https://github.com/jsonpickle/jsonpickle
771,apache-airflow-providers-google,17113172,clone_failed,0,,262,106,https://github.com/apache/airflow
772,langgraph,17102589,success,13,"dotenv,langchain,langchain-protocol,langsmith,msgspec,numpy,pycryptodome,pydantic-core,pyperf,requests,starlette,typing-extensions,uvloop",34,23,https://github.com/langchain-ai/langgraph
773,azure-batch,17026597,clone_failed,0,,79,0,https://github.com/Azure/azure-sdk-for-python
774,flit-core,17000377,success,2,"a-package-that-doesnt-exist,keyring",10,16,https://github.com/pypa/flit
775,python-daemon,16978121,no_repo,0,,0,0,
776,opentelemetry-instrumentation-wsgi,16952747,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
777,blis,16913115,success,3,"cython,fabric,setuptools",4,4,https://github.com/explosion/cython-blis
778,lazy-loader,16898166,success,1,click,3,7,https://github.com/scientific-python/lazy-loader
779,hypothesis,16887840,success,12,"-pytest,annotated-types,attr,grequests,ipython,requests,scipy,setuptools,sphinx,tomli,typing-extensions,vl-convert",35,19,https://github.com/HypothesisWorks/hypothesis
780,posthog,16874537,success,9,"agents,asgiref,distutils,google,opentelemetry,queue,redis,urllib3,urlparse",33,48,https://github.com/posthog/posthog-python
781,marisa-trie,16786007,success,2,"cython,setuptools",3,4,https://github.com/pytries/marisa-trie
782,pydeck,16695746,success,2,"ipywidgets,traitlets",9,32,https://github.com/visgl/deck.gl
783,pickleshare,16619462,success,3,"cpickle,pathlib2,setuptools",4,0,https://github.com/pickleshare/pickleshare
784,statsd,16560930,success,0,,2,3,https://github.com/jsocol/pystatsd
785,aws-xray-sdk,16532939,success,2,"setuptools,wrapt",20,11,https://github.com/aws/aws-xray-sdk-python
786,aioboto3,16426675,success,7,"boto3,botocore,github,pkg-resources,requests,s3transfer,setuptools",12,4,https://github.com/terricain/aioboto3
787,grpcio-gcp,16404947,no_repo,0,,0,0,
788,mypy-boto3-sts,16386816,success,6,"mypy-boto3-s3,pytest,pytest-mock,twine,types-aiobotocore-s3,types-boto3-s3",18,16,https://github.com/youtype/mypy_boto3_builder
789,jsonref,16386111,success,1,requests,1,3,https://github.com/gazpachoking/jsonref
790,python-docx,16379131,success,0,,5,17,https://github.com/python-openxml/python-docx
791,passlib,16334123,no_repo,0,,0,0,
792,rich-click,16279449,success,0,,6,27,https://github.com/ewels/rich-click
793,apache-airflow-providers-mysql,16242935,clone_failed,0,,262,106,https://github.com/apache/airflow
794,levenshtein,16221409,success,0,,2,1,https://github.com/rapidfuzz/Levenshtein
795,backcall,16215844,success,0,,0,0,https://github.com/takluyver/backcall
796,langcodes,16211935,success,0,,2,5,https://github.com/georgkrause/langcodes
797,apache-airflow-providers-ssh,16169509,success,71,"-pytest,-typeshed,airflow-client,airflow-shared,anyio,arango,attr,bson,certifi,colorama,daemon,datamodel-code-generator,docx,dotenv,elastic-transport,fastapi-cli,flask-babel,flask-jwt-extended,gcloud,github3,googleapiclient,gremlin-python,hatchling,httpcore,influxdb-client-3,jpype,jupyter-client,jwt,kiota-abstractions,kiota-authentication-azure,kiota-http,kiota-serialization-json,kiota-serialization-text,kombu,langchain-community,langchain-core,langchain-text-splitters,ldap,llama-index,markupsafe,msal,msrest,msrestazure,mypy-boto3-appflow,mypy-boto3-rds,mypy-boto3-redshift-data,mypy-boto3-s3,mypy-boto3-verifiedpermissions,mysqldb,odps,onelogin,openapi-spec-validator,opensearchpy,opentelemetry,performance-dags,prestodb,proto,psycopg2,pydantic-core,pymysql,pytz,requests-gssapi,slugify,smbclient,thrift,traitlets,unit,upath,vertex-ray,vertexai,watchfiles",306,528,https://github.com/apache/airflow
798,apscheduler,16154111,success,6,"attr,bson,paho,pyqt6,pyside6,sniffio",18,11,https://github.com/agronholm/apscheduler
799,opencensus,16096489,success,14,"basehttpserver,bitarray,google,nox,prometheus-client,psutil,psycopg2,setuptools,six,starlette,thrift,urllib2,urlparse,wrapt",28,0,https://github.com/census-instrumentation/opencensus-python
800,tifffile,16093872,success,6,"imagecodecs,lxml,matplotlib,numpy,setuptools,xarray",10,0,https://github.com/cgohlke/tifffile
801,resolvelib,16091050,success,1,nox,1,8,https://github.com/sarugaku/resolvelib
802,djangorestframework,16067830,success,8,"inflection,markdown,pygments,pytest,pytz,pyyaml,requests,uritemplate",10,1,https://github.com/encode/django-rest-framework
803,cymem,15973755,success,1,setuptools,2,2,https://github.com/explosion/cymem
804,makefun,15962802,success,9,"click,funcsigs,github,keyring,nox,pkg-resources,setuptools,setuptools-scm,toml",11,0,https://github.com/smarie/python-makefun
805,murmurhash,15950278,success,1,setuptools,2,3,https://github.com/explosion/murmurhash
806,oracledb,15926684,success,10,"azure,cx-oracle,docutils,geopandas,google,packaging,polars,setuptools,shapely,torch",28,21,https://github.com/oracle/python-oracledb
807,cssselect,15913802,success,1,typing-extensions,2,0,https://github.com/scrapy/cssselect
808,cloudpathlib,15881439,success,4,"-typeshed,google,importlib-metadata,pydantic-core",9,43,https://github.com/drivendataorg/cloudpathlib
809,fire,15880826,success,2,"colorama,ipython",6,9,https://github.com/google/python-fire
810,srsly,15869708,success,7,"cloudpickle,cupy,msgpack,numpy,ruamel,setuptools,ujson",7,0,https://github.com/explosion/srsly
811,avro,15801558,no_repo,0,,0,0,
812,catalogue,15734771,success,2,"pep517,setuptools",4,4,https://github.com/explosion/catalogue
813,pyproject-api,15692594,success,0,,3,2,https://github.com/tox-dev/pyproject-api
814,filetype,15692456,success,1,setuptools,2,3,https://github.com/h2non/filetype.py
815,watchtower,15692198,success,1,botocore,2,7,https://github.com/kislyuk/watchtower
816,wcmatch,15585363,success,1,hatchling,2,1,https://github.com/facelessuser/wcmatch
817,docopt,15518363,no_repo,0,,0,0,
818,opencensus-context,15515584,success,14,"basehttpserver,bitarray,google,nox,prometheus-client,psutil,psycopg2,setuptools,six,starlette,thrift,urllib2,urlparse,wrapt",28,0,https://github.com/census-instrumentation/opencensus-python
819,opentelemetry-instrumentation-urllib3,15487970,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
820,fasteners,15424227,success,0,,1,0,https://github.com/harlowja/fasteners
821,markdownify,15391776,success,0,,3,2,https://github.com/matthewwithanm/python-markdownify
822,opentelemetry-instrumentation-dbapi,15377567,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
823,libclang,15366567,success,3,"distutils,setuptools,wheel",3,0,https://github.com/sighingnow/libclang
824,databricks-cli,15306969,success,9,"basehttpserver,databrickscli,httplib,ipython,jwt,pyspark,pytest,setuptools,urlparse",16,7,https://github.com/databricks/databricks-cli
825,daff,15272804,success,3,"-builtin-,distutils,setuptools",4,0,https://github.com/paulfitz/daff
826,einops,15235209,success,11,"cupy,jax,markdown,mlx,nbconvert,nbformat,numpy,pygments,pytensor,tinygrad,typing-extensions",17,0,https://github.com/arogozhnikov/einops
827,stripe,15202542,success,4,"aiohttp,anyio,google,pycurl",8,3,https://github.com/stripe/stripe-python
828,frozendict,15155504,success,2,"orjson,setuptools",3,0,https://github.com/Marco-Sulla/python-frozendict
829,google-cloud-storage-transfer,15154163,clone_failed,0,,0,0,https://github.com/googleapis/google-cloud-python
830,wasabi,15107653,success,2,"colorama,setuptools",3,6,https://github.com/explosion/wasabi
831,sqlalchemy-spanner,15106228,success,6,"google,nox,opentelemetry,pytest,setuptools,testcontainers",12,44,https://github.com/cloudspannerecosystem/python-spanner-sqlalchemy
832,torchaudio,15101846,clone_failed,0,,5,1,https://github.com/pytorch/audio
833,astor,15095922,success,1,setuptools,2,4,https://github.com/berkerpeksag/astor
834,pydeequ,15059844,success,5,"boto3,botocore,essential-generators,py4j,requests",9,3,https://github.com/awslabs/python-deequ
835,griffe,15058858,success,11,"code2flow,colorama,duty,jinja2,mkdocs-gen-files,packaging,pdm,pysource-codegen,pysource-minimize,tomli,typing-extensions",14,3,https://github.com/mkdocstrings/griffe
836,keyrings-google-artifactregistry-auth,15055135,success,5,"google,keyring,pluggy,setuptools,tox",5,0,https://github.com/GoogleCloudPlatform/artifact-registry-python-tools
837,preshed,15018874,success,3,"fabric,fabtools,setuptools",4,4,https://github.com/explosion/preshed
838,docker-pycreds,14930638,success,2,"distutils,setuptools",3,1,https://github.com/shin-/dockerpy-creds
839,language-data,14889666,success,1,langcodes,3,5,https://github.com/georgkrause/language_data
840,uuid6,14838163,success,0,,0,4,https://github.com/oittaa/uuid6-python
841,pyproj,14811359,success,1,setuptools,4,16,https://github.com/pyproj4/pyproj
842,pydot,14708859,success,0,,2,10,https://github.com/pydot/pydot
843,wtforms,14708587,success,2,"babel,hatchling",5,2,https://github.com/pallets-eco/wtforms
844,polars-runtime-32,14687597,success,9,"arrow-odbc,azure,extend-polars,google,ipython,marimo,rmm,tornado,typing-extensions",37,58,https://github.com/pola-rs/polars
845,cfn-lint,14686694,success,15,"boto3,botocore,jinja2,jschema-to-python,jsonpatch,jsonpointer,junit-xml,networkx,pyyaml,regex,requests,samtranslator,sarif-om,sympy,typing-extensions",20,0,https://github.com/aws-cloudformation/cfn-lint
846,imbalanced-learn,14683810,success,1,docutils,12,29,https://github.com/scikit-learn-contrib/imbalanced-learn
847,google-ai-generativelanguage,14683656,clone_failed,0,,0,0,https://github.com/googleapis/google-cloud-python
848,fastparquet,14674347,success,8,"bson,cython,lzo,orjson,pyarrow,rapidjson,setuptools,ujson",14,5,https://github.com/dask/fastparquet
849,pyathena,14667255,success,1,pyathenajdbc,11,9,https://github.com/pyathena-dev/PyAthena
850,asynctest,14635144,success,1,setuptools,3,0,https://github.com/Martiusweb/asynctest
851,time-machine,14624079,success,3,"-time-machine,pytest,setuptools",6,2,https://github.com/adamchainz/time-machine
852,pipx,14534332,success,7,"build-manpages,git,importlib-metadata,jinja2,mkdocs-gen-files,pycowsay,setuptools",17,7,https://github.com/pypa/pipx
853,azure-servicebus,14517900,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
854,pyspnego,14481076,success,2,"argcomplete,ruamel",7,14,https://github.com/jborean93/pyspnego
855,flask-wtf,14467719,success,4,"babel,flask-babel,markupsafe,werkzeug",7,4,https://github.com/pallets-eco/flask-wtf
856,pytest-html,14422943,success,4,"-pytest,ansi2html,hatchling,pkg-resources",11,14,https://github.com/pytest-dev/pytest-html
857,datadog-api-client,14406545,success,4,"aiosonic,typing-extensions,urllib3,zstandard",15,9,https://github.com/DataDog/datadog-api-client-python
858,click-option-group,14400325,success,0,,1,8,https://github.com/click-contrib/click-option-group
859,airbyte-cdk,14389998,success,10,"-pytest,airbyte-protocol-dataclasses,anyio,dagger,freezegun,google,pydantic-core,pympler,requests-mock,ulid",58,63,https://github.com/airbytehq/airbyte-python-cdk
860,parameterized,14347575,success,3,"distutils,mock,nose",3,1,https://github.com/wolever/parameterized
861,opentelemetry-instrumentation-urllib,14342596,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
862,weaviate-client,14267118,success,9,"-pytest,google,grpc-health,h5py,pydantic-core,setuptools,uvicorn,weaviate-agents,xdist",29,45,https://github.com/weaviate/weaviate-python-client
863,spacy-legacy,14231702,no_repo,0,,0,0,
864,azure-keyvault-keys,14230259,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
865,hydra-core,14217760,success,20,"ax,boto3,cloudpickle,fakeredis,jinja2,joblib,nevergrad,nox,optuna,pickle5,pytest,ray,read-version,redis,requests,rq,setuptools,submitit,tools,torch",26,2,https://github.com/facebookresearch/hydra
866,pdfminer-six,14181737,success,2,"atheris,pygame",7,3,https://github.com/pdfminer/pdfminer.six
867,cmake,14167235,success,3,"nox,requests,scikit-build-core",4,0,https://github.com/scikit-build/cmake-python-distributions
868,ormsgpack,14146298,success,4,"nox,numpy,pydantic,pytest",5,0,https://github.com/ormsgpack/ormsgpack
869,jaydebeapi,14116028,success,4,"jarray,java,jpype,setuptools",4,0,https://github.com/baztian/jaydebeapi
870,spacy-loggers,14093059,success,3,"setuptools,thinc,torch",8,3,https://github.com/explosion/spacy-loggers
871,onnx,14079796,success,2,"google,pydot",7,21,https://github.com/onnx/onnx
872,opentelemetry-instrumentation-django,14056130,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
873,fuzzywuzzy,14052197,success,7,"distutils,hypothesis,levenshtein,pycodestyle,pytest,setuptools,userdict",8,0,https://github.com/seatgeek/fuzzywuzzy
874,pymdown-extensions,14016543,success,2,"hatchling,requests",10,3,https://github.com/facelessuser/pymdown-extensions
875,kubernetes-asyncio,13942807,no_repo,0,,4,0,
876,aiohttp-retry,13878904,success,1,setuptools,3,6,https://github.com/inyutin/aiohttp_retry
877,pyroaring,13863785,success,10,"croaring,distutils,hypothesis,pandas,pytest,roaringbitmap,setuptools,sortedcontainers,tabulate,typing-extensions",11,0,https://github.com/Ezibenroc/PyRoaringBitMap
878,opentelemetry-instrumentation-threading,13862621,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
879,confection,13774403,success,2,"setuptools,typing-extensions",3,7,https://github.com/explosion/confection
880,apispec,13713409,success,0,,4,3,https://github.com/marshmallow-code/apispec
881,opentelemetry-instrumentation-flask,13685161,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
882,apache-airflow,13645544,success,25,"-pytest,-typeshed,airflow-shared,anyio,attr,daemon,elastic-transport,fastapi-cli,flask-babel,github3,googleapiclient,gremlin-python,hatchling,httpcore,jwt,kombu,mysqldb,openapi-spec-validator,opentelemetry,performance-dags,pydantic-core,pymysql,thrift,unit,watchfiles",156,528,https://github.com/apache/airflow
883,python-gnupg,13594367,success,1,queue,2,0,https://github.com/vsajip/python-gnupg
884,google-generativeai,13588465,success,13,"absl,google,googleapiclient,gspread,httplib2,ipython,pandas,pillow,proto,pydantic,setuptools,tqdm,typing-extensions",13,0,https://github.com/google/generative-ai-python
885,python-gitlab,13552556,success,0,,7,34,https://github.com/python-gitlab/python-gitlab
886,impyla,13542666,success,16,"bitarray,cdecimal,distutils,hdfs,kerberos,llvm,pandas,pkg-resources,puresasl,requests,setuptools,simplejson,six,thrift-sasl,urllib2,winkerberos",20,0,https://github.com/cloudera/impyla
887,tensorflow-estimator,13456284,success,10,"absl,google,h5py,numpy,pandas,scikit-learn,setuptools,six,tensorflow,tf-keras",11,0,https://github.com/tensorflow/estimator
888,aws-sam-translator,13447003,success,14,"boto3,botocore,dateparser,jsonschema,parameterized,py,pydantic,pytest,python-dateutil,pyyaml,ruamel,setuptools,tenacity,typing-extensions",18,1,https://github.com/awslabs/serverless-application-model
889,pyotp,13410858,success,0,,1,4,https://github.com/pyauth/pyotp
890,hiredis,13342801,success,2,"distutils,setuptools",3,0,https://github.com/redis/hiredis-py
891,clickhouse-connect,13333164,success,17,"aiohttp,brotli,certifi,cython,dev-config,lz4,numpy,orjson,pandas,polars,pyarrow,setuptools,sqlalchemy,tzlocal,ujson,urllib3,zstandard",19,0,https://github.com/ClickHouse/clickhouse-connect
892,boostedblob,13330635,no_repo,0,,0,0,
893,immutabledict,13280747,success,0,,0,0,https://github.com/corenting/immutabledict
894,ua-parser,13271772,success,2,"hatchling,versioningit",6,4,https://github.com/ua-parser/uap-python
895,mypy-boto3-iam,13255284,success,6,"mypy-boto3-s3,pytest,pytest-mock,twine,types-aiobotocore-s3,types-boto3-s3",18,16,https://github.com/youtype/mypy_boto3_builder
896,pytest-env,13243959,success,1,dotenv,3,6,https://github.com/pytest-dev/pytest-env
897,office365-rest-python-client,13233850,success,0,,7,11,https://github.com/vgrem/Office365-REST-Python-Client
898,maxminddb,13213679,success,2,"setuptools,typing-extensions",3,0,https://github.com/maxmind/MaxMind-DB-Reader-python
899,jwcrypto,13209518,success,1,setuptools,4,2,https://github.com/latchset/jwcrypto
900,snowplow-tracker,13203203,no_repo,0,,0,0,
901,eval-type-backport,13139405,success,2,"-typeshed,setuptools",2,0,https://github.com/alexmojaki/eval_type_backport
902,fastapi-cloud-cli,13138472,success,2,"rich,typing-extensions",11,9,https://github.com/fastapilabs/fastapi-cloud-cli
903,rich-argparse,13090815,success,2,"colorama,typing-extensions",5,3,https://github.com/hamdanal/rich-argparse
904,opentelemetry-instrumentation-psycopg2,13079823,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
905,rignore,13079748,no_repo,0,,0,0,
906,langgraph-checkpoint,13057715,success,13,"dotenv,langchain,langchain-protocol,langsmith,msgspec,numpy,pycryptodome,pydantic-core,pyperf,requests,starlette,typing-extensions,uvloop",34,23,https://github.com/langchain-ai/langgraph
907,partd,13052642,success,5,"msgpack,packaging,setuptools,snappy,versioneer",11,6,https://github.com/dask/partd
908,locket,13026862,success,1,setuptools,1,0,https://github.com/mwilliamson/locket.py
909,ibmcloudant,13006788,success,0,,4,16,https://github.com/IBM/cloudant-python-sdk
910,azure-mgmt-containerregistry,13000595,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
911,configargparse,12999244,success,7,"coverage,distutils,pyyaml,setuptools,simplehttpserver,socketserver,toml",7,0,https://github.com/bw2/ConfigArgParse
912,pydub,12968135,no_repo,0,,0,0,
913,databricks-connect,12956495,no_repo,0,,0,0,
914,xarray,12894533,success,19,"cf-units,cfgrib,cubed,cupy,distributed,git,h5py,hypothesis,iris,jinja2,mpl-toolkits,numpydoc,pytest,pyyaml,sphinx,sphinx-autosummary-accessors,tlz,tomli,tomli-w",41,41,https://github.com/pydata/xarray
915,gql,12860994,success,10,"aiofiles,anyio,botocore,graphql,multidict,requests-toolbelt,setuptools,tenacity,typing-extensions,yarl",15,0,https://github.com/graphql-python/gql
916,langgraph-sdk,12842131,success,13,"dotenv,langchain,langchain-protocol,langsmith,msgspec,numpy,pycryptodome,pydantic-core,pyperf,requests,starlette,typing-extensions,uvloop",34,23,https://github.com/langchain-ai/langgraph
917,azure-mgmt-containerservice,12834814,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
918,blobfile,12804400,success,8,"av,azure,cryptodome,imageio,numpy,pytest,tensorflow,xmltodict",12,4,https://github.com/blobfile/blobfile
919,pypdfium2,12750928,success,9,"build,ctypesgen,numpy,opencv-python,packaging,pillow,setuptools,tabulate,wheel",21,0,https://github.com/pypdfium2-team/pypdfium2
920,azure-keyvault-certificates,12743759,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
921,pywavelets,12737052,success,6,"click,pillow,pymatbridge,pyqtgraph,scipy,spin",13,17,https://github.com/PyWavelets/pywt
922,django-cors-headers,12684672,success,0,,3,2,https://github.com/adamchainz/django-cors-headers
923,unstructured-client,12671466,success,8,"-test-unstructured-client,deepdiff,freezegun,pydantic-core,pytest,requests,typing-extensions,uvloop",15,7,https://github.com/Unstructured-IO/unstructured-python-client
924,jupyter,12642843,no_repo,0,,0,0,
925,thrift-sasl,12631481,success,4,"cstringio,setuptools,six,thrift",4,0,https://github.com/cloudera/thrift_sasl
926,webdriver-manager,12622393,success,5,"brotli,dotenv,pytest,selenium,setuptools",8,3,https://github.com/SergeyPirogov/webdriver_manager
927,jupyter-console,12576733,no_repo,0,,0,0,
928,pydantic-extra-types,12510377,success,2,"bson,pydantic-core",13,13,https://github.com/pydantic/pydantic-extra-types
929,factory-boy,12445339,success,3,"pillow,setuptools,sqlalchemy",6,0,https://github.com/FactoryBoy/factory_boy
930,mypy-boto3-batch,12405147,success,6,"mypy-boto3-s3,pytest,pytest-mock,twine,types-aiobotocore-s3,types-boto3-s3",18,16,https://github.com/youtype/mypy_boto3_builder
931,flask-appbuilder,12315547,success,35,"apispec,app,authlib,blinker,click,flask,flask-babel,flask-jwt-extended,flask-limiter,flask-login,flask-mail,flask-sqlalchemy,flask-wtf,jinja2,jmespath,jsonschema,jwt,ldap,markupsafe,marshmallow,marshmallow-sqlalchemy,migrate,onelogin,packaging,pillow,prison,python-dateutil,pyyaml,requests,setuptools,sqlalchemy,sqlalchemy-utils,typing-extensions,werkzeug,wtforms",37,0,https://github.com/dpgaspar/flask-appbuilder
932,azure-monitor-opentelemetry-exporter,12311686,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
933,jax,12306645,success,33,"absl,cloudpickle,etils,filelock,flatbuffers,flax,google,google-benchmark,hypothesis,ipython,jax-cuda12-plugin,jax-cuda13-plugin,jax-plugins,jaxlib,kubernetes,libtpu,matplotlib,ml-dtypes,mpi4py,nvidia,opt-einsum,portpicker,pygments,pytest,python,requests,rich,setuptools,tensorflow,tensorstore,web-pdb,xprof,zstandard",39,0,https://github.com/jax-ml/jax
934,cachelib,12243503,success,6,"boto3,google,libmc,memcache,pylibmc,pymongo",10,0,https://github.com/pallets-eco/cachelib
935,meson,12227532,success,23,"-main-,cythonargs,distutils,fastjsonschema,gi,jsonschema,limited,lxml,mypy,pefile,pyinstaller,pytest,pytest-cov,python2-module,python3-module,setuptools,setuptools-scm,storer,tachyon,tqdm,truststore,typing-extensions,xdist",27,0,https://github.com/mesonbuild/meson
936,azure-mgmt-cosmosdb,12159482,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
937,scp,12136309,success,3,"contextlib2,paramiko,setuptools",4,0,https://github.com/jbardin/scp.py
938,cyclopts,12126082,success,2,"docutils,pydantic-core",14,29,https://github.com/BrianPugh/cyclopts
939,junitparser,12111476,success,1,lxml,1,0,https://github.com/weiwei/junitparser
940,datetime,12109342,success,3,"app,setuptools,zope",4,2,https://github.com/zopefoundation/DateTime
941,openapi-pydantic,12055113,success,1,pydantic-core,3,1,https://github.com/mike-oakley/openapi-pydantic
942,beartype,12048145,success,5,"-pytest,langchain-core,nptyping,pandas,yappi",30,37,https://github.com/beartype/beartype
